Date,Open,Close,High,Low,Adj_close,Volume
2004-10-27,6960,7010,7060,6950,1240,39500
2004-10-28,6960,7120,7120,6960,1259,41000
2004-10-29,7030,7350,7350,7030,1300,114000
2004-11-01,7350,7540,7560,7200,1334,173000
2004-11-02,7540,7600,7680,7470,1344,116000
2004-11-03,7600,7540,7610,7470,1334,39500
2004-11-04,7450,7400,7580,7400,1309,58500
2004-11-05,7380,7570,7590,7380,1339,71500
2004-11-08,7460,7600,7660,7460,1344,62500
2004-11-09,7540,7620,7630,7530,1348,44500
2004-11-10,7660,7730,7760,7550,1367,115500
2004-11-11,7730,7750,7790,7690,1371,52000
2004-11-12,7800,7840,7890,7700,1387,67500
2004-11-15,7780,7750,7900,7660,1371,61500
2004-11-16,7700,7650,7750,7510,1353,47500
2004-11-17,7560,7700,7730,7530,1362,54000
2004-11-18,7610,7580,7800,7530,1341,170000
2004-11-19,7580,7530,7620,7500,1332,48500
2004-11-22,7550,7710,7790,7500,1364,148500
2004-11-23,7710,7990,8130,7600,1413,216500
2004-11-24,8020,8060,8170,7910,1426,90000
2004-11-25,8000,8200,8240,8000,1451,90500
2004-11-26,8190,8360,8570,8160,1479,263000
2004-11-29,8460,8810,8950,8430,1558,480000
2004-11-30,9020,8770,9080,8680,1551,304500
2004-12-01,8890,9100,9160,8650,1610,444000
2004-12-02,9130,9050,9170,8730,1601,242500
2004-12-03,9000,8780,9000,8600,1553,187000
2004-12-06,8800,8900,9080,8620,1574,107000
2004-12-07,8850,8930,9000,8730,1580,127500
2004-12-08,8700,8700,9000,8670,1539,84000
2004-12-09,8710,8700,8800,8560,1539,71500
2004-12-10,8620,8660,8890,8570,1532,148000
2004-12-13,8580,8690,8750,8580,1537,77000
2004-12-14,8690,8600,8750,8520,1521,43500
2004-12-15,8600,8420,8600,8420,1489,76500
2004-12-16,8370,8250,8500,8200,1459,130500
2004-12-17,8490,8650,8950,8480,1530,323000
2004-12-20,9020,9220,9540,8800,1631,997000
2004-12-21,9500,9040,9500,8860,1599,371500
2004-12-22,9050,8770,9140,8770,1551,404500
2004-12-23,8720,8620,8900,8620,1525,278500
2004-12-24,8620,8510,8800,8490,1505,201500
2004-12-27,8520,8220,8520,8220,1454,232000
2004-12-28,8220,8220,8360,8150,1454,89000
2004-12-29,8120,8330,8350,8120,1474,97500
2004-12-30,8400,8430,8440,8210,1491,74000
2005-01-03,8440,8650,8800,8440,1530,119000
2005-01-04,8780,8740,8780,8610,1546,72000
2005-01-05,8770,8900,8930,8600,1574,172500
2005-01-06,8900,8760,8960,8710,1550,171000
2005-01-07,8760,8840,8950,8710,1564,104000
2005-01-10,8840,9020,9250,8730,1596,254000
2005-01-11,9150,9750,10350,9030,1725,1366500
2005-01-12,9850,9960,10250,9750,1762,469000
2005-01-13,10000,9750,10000,9700,1725,185000
2005-01-14,9720,9990,10100,9720,1767,313500
2005-01-17,10000,9990,10150,9800,1767,306000
2005-01-18,9990,9740,9990,9700,1723,188500
2005-01-19,9820,9450,9820,9450,1672,278500
2005-01-20,9310,9490,9550,9310,1679,160500
2005-01-21,9470,9520,9650,9470,1684,159500
2005-01-24,9460,9510,9650,9460,1682,110000
2005-01-25,9550,9780,9950,9550,1730,246500
2005-01-26,9950,10200,10450,9800,1804,850000
2005-01-27,10350,10100,10400,9980,1787,364500
2005-01-28,10050,10150,10350,10000,1796,367000
2005-01-31,10150,10200,10450,10150,1804,263000
2005-02-01,10250,10050,10250,9900,1778,149500
2005-02-02,10200,10550,10650,10000,1866,558500
2005-02-03,10650,10450,10850,10350,1849,299500
2005-02-04,10400,10500,10600,10300,1858,215500
2005-02-07,10450,10850,11100,10450,1919,413000
2005-02-11,10700,11000,11050,10500,1946,477000
2005-02-14,11300,11150,11650,11150,1973,648000
2005-02-15,11300,11250,11350,11000,1990,248500
2005-02-16,11250,11550,11750,11250,2043,447000
2005-02-17,11900,12350,12450,11750,2185,918500
2005-02-18,12100,12550,12550,11850,2220,459500
2005-02-21,12300,13450,14050,12300,2380,2746500
2005-02-22,13700,13400,14250,12800,2371,720000
2005-02-23,13100,13150,13800,12950,2326,383500
2005-02-24,13450,13700,13700,13200,2424,473000
2005-02-25,14000,12900,14000,12900,2282,450000
2005-02-28,13200,12800,13200,12500,2265,341500
2005-03-02,12950,13000,13450,12800,2300,300000
2005-03-03,13000,13000,13500,13000,2300,204000
2005-03-04,13000,13400,13750,12950,2371,386000
2005-03-07,13800,13600,14600,13250,2406,758500
2005-03-08,13500,13000,13850,12750,2300,519500
2005-03-09,12900,13200,13250,12850,2335,172500
2005-03-10,13000,13100,13300,12950,2318,156500
2005-03-11,13150,13250,13350,13050,2344,231000
2005-03-14,13250,13500,13650,13250,2388,172000
2005-03-15,13600,13300,13900,13250,2353,223000
2005-03-16,13200,13300,13300,12600,2353,238500
2005-03-17,13000,12600,13200,12550,2229,202000
2005-03-18,12700,12000,12700,11900,2123,458000
2005-03-21,11900,12000,12000,11500,2123,211500
2005-03-22,11800,12050,12200,11800,2132,70000
2005-03-23,11900,11500,12100,11500,2035,283000
2005-03-24,11550,11550,11950,11350,2043,239000
2005-03-25,11650,11900,11950,11500,2105,133500
2005-03-28,12150,12400,12500,12100,2194,230500
2005-03-29,12500,12350,12550,12200,2185,213500
2005-03-30,12050,11850,12050,11350,2096,91000
2005-03-31,11700,11700,11950,11700,2070,53500
2005-04-01,11600,11500,11700,11450,2035,149500
2005-04-04,11400,11250,11600,11150,1990,119000
2005-04-06,11450,11700,11800,11300,2070,189500
2005-04-07,11600,11550,11850,11450,2043,86500
2005-04-08,11600,11800,11850,11600,2088,102000
2005-04-11,11700,11650,11950,11650,2061,61000
2005-04-12,11850,11550,11850,11450,2043,76500
2005-04-13,11550,11450,11600,11450,2026,106500
2005-04-14,11350,11450,11650,11350,2026,54500
2005-04-15,11250,11150,11450,11150,1973,87500
2005-04-18,11000,10400,11100,10050,1840,150000
2005-04-19,10500,11200,11200,10500,1981,179500
2005-04-20,11050,11000,11400,10750,1946,70000
2005-04-21,10600,11200,11250,10600,1981,69000
2005-04-22,11350,11100,11350,11000,1964,37000
2005-04-25,10800,10950,11200,10800,1937,30500
2005-04-26,10800,10950,11200,10750,1937,105000
2005-04-27,10750,11250,11500,10650,1990,158000
2005-04-28,11200,11050,11450,10950,1955,63000
2005-04-29,10550,10900,10950,10550,1928,76000
2005-05-02,10900,11200,11300,10750,1981,359000
2005-05-03,11450,11700,12150,11400,2070,754000
2005-05-04,13450,13450,13450,13450,2380,2128500
2005-05-06,15000,13850,15400,13600,2450,4924500
2005-05-09,14200,14400,14550,13600,2548,2221000
2005-05-10,14300,13700,14650,13600,2424,1888000
2005-05-11,13600,12800,13700,12700,2265,1081000
2005-05-12,12800,12850,13200,12650,2273,985000
2005-05-13,12850,12400,13000,12250,2194,914500
2005-05-16,12600,12450,12600,12150,2203,665500
2005-05-17,12550,12350,12950,12350,2185,965000
2005-05-18,12500,12850,12900,12400,2273,884000
2005-05-19,12950,12500,13050,12500,2211,761500
2005-05-20,12500,12600,12750,12350,2229,500000
2005-05-23,12600,13250,13400,12600,2344,987500
2005-05-24,13400,12850,13400,12850,2273,386000
2005-05-25,12850,12550,12900,12500,2220,399500
2005-05-26,12600,13100,13500,12600,2318,1340500
2005-05-27,13350,13250,13400,12900,2344,528500
2005-05-30,13300,13450,13750,13250,2380,633000
2005-05-31,13400,13800,13900,13250,2442,369500
2005-06-01,13650,13700,13850,13650,2424,220500
2005-06-02,13700,13850,14150,13700,2450,395500
2005-06-03,14000,14800,15300,13950,2618,1203500
2005-06-07,14850,14800,15200,14500,2618,467000
2005-06-08,15050,14500,15050,14200,2565,448500
2005-06-09,14300,14500,15150,14300,2565,445500
2005-06-10,14650,14050,14650,14000,2486,410500
2005-06-13,14000,14300,14400,14000,2530,265500
2005-06-14,14200,14350,14750,14200,2539,238000
2005-06-15,14450,14950,15400,14450,2645,557500
2005-06-16,14900,14750,15000,14700,2610,148500
2005-06-17,15000,14600,15150,14600,2583,182000
2005-06-20,14600,14150,14600,14150,2503,197500
2005-06-21,14100,14200,14400,14100,2512,230000
2005-06-22,14350,15100,15300,14300,2672,479500
2005-06-23,15400,16200,16700,15300,2866,818500
2005-06-24,16300,18500,18600,15900,3273,1994000
2005-06-27,18600,18950,19000,18250,3353,922500
2005-06-28,19100,18500,19100,17950,3273,670000
2005-06-29,18850,18950,19650,18200,3353,1093000
2005-06-30,19800,18450,19900,18200,3264,1435500
2005-07-01,18700,17700,18700,17100,3132,1706500
2005-07-04,18300,18150,18350,17300,3211,2116000
2005-07-05,19050,18900,20000,18150,3344,2492000
2005-07-06,18550,17750,18750,17550,3140,1080000
2005-07-07,17550,17350,17900,17300,3070,689500
2005-07-08,17250,16900,17700,16700,2990,574500
2005-07-11,17050,17300,17550,16950,3061,451500
2005-07-12,17300,17650,17850,17200,3123,432500
2005-07-13,17400,17400,17700,17100,3079,388500
2005-07-14,17350,17000,17650,17000,3008,482000
2005-07-15,17000,17500,17500,17000,3096,288000
2005-07-18,17800,17150,17900,17000,3034,415500
2005-07-19,17100,16700,17200,16600,2955,427000
2005-07-20,16900,16150,17100,16000,2857,495500
2005-07-21,16250,16250,16650,16150,2875,217000
2005-07-22,15750,16200,16300,15650,2866,240000
2005-07-25,16000,16150,16600,16000,2857,337000
2005-07-26,16150,16050,16400,16050,2840,140500
2005-07-27,16100,16400,16500,16100,2902,224000
2005-07-28,16500,16600,16800,16150,2937,368000
2005-07-29,16600,16300,16700,16250,2884,166000
2005-08-01,16350,15900,16500,15850,2813,169500
2005-08-02,15750,15850,16000,15700,2804,188000
2005-08-03,15800,15750,16000,15600,2787,218000
2005-08-04,15700,15650,16000,15600,2769,252500
2005-08-05,15400,15150,15800,14950,2680,427500
2005-08-08,14950,14800,15300,14800,2618,126000
2005-08-09,14800,15500,15700,14800,2742,518000
2005-08-10,15450,15550,15650,15200,2751,299500
2005-08-11,15700,15350,15700,15250,2716,418500
2005-08-12,15500,15750,15800,15200,2787,352500
2005-08-16,15900,16600,16700,15850,2937,713000
2005-08-17,16500,16700,16850,16100,2955,557000
2005-08-18,16800,16350,17150,16350,2893,726000
2005-08-19,16400,15550,16500,15400,2751,544000
2005-08-22,15600,15750,15800,15400,2787,504000
2005-08-23,15850,15550,15900,15500,2751,311000
2005-08-24,15400,15450,15550,15200,2733,261500
2005-08-25,15250,15650,15800,15250,2769,354000
2005-08-26,15800,15800,16100,15650,2795,441500
2005-08-29,15800,15250,15800,15000,2698,272500
2005-08-30,15300,14950,15450,14700,2645,298000
2005-08-31,14750,14950,15100,14750,2645,170500
2005-09-01,15000,15200,15300,15000,2689,116000
2005-09-02,15200,15550,15550,15150,2751,137000
2005-09-05,15700,16250,16300,15550,2875,448000
2005-09-06,16450,16200,16550,16000,2866,302500
2005-09-07,16200,16900,17000,16100,2990,560000
2005-09-08,16900,16750,17000,16500,2964,384000
2005-09-09,16700,16600,16850,16300,2937,288500
2005-09-12,16700,17050,17300,16600,3017,584500
2005-09-13,17300,16000,17600,15650,2831,950500
2005-09-14,16050,16200,16450,15900,2866,526500
2005-09-15,16150,16200,16450,16000,2866,302500
2005-09-16,16350,17250,17400,16350,3052,701500
2005-09-20,17950,17650,18000,17400,3123,564000
2005-09-21,17700,18450,18450,17300,3264,771500
2005-09-22,18600,18500,19250,18150,3273,981500
2005-09-23,18700,17500,18750,17500,3096,741500
2005-09-26,17500,17750,18050,17500,3140,442500
2005-09-27,18050,18000,18450,17900,3185,625500
2005-09-28,18100,18200,18500,17900,3220,429500
2005-09-29,18300,17700,18500,17450,3132,626500
2005-09-30,17750,17400,17800,17300,3079,625000
2005-10-04,17650,19300,19800,17650,3415,1509500
2005-10-05,19050,19400,20250,19050,3432,793000
2005-10-06,19000,19300,19500,18600,3415,641000
2005-10-07,20200,20550,21800,20050,3636,2266000
2005-10-10,21400,23600,23600,20800,4176,2918000
2005-10-11,24000,24000,25000,22750,4246,3516500
2005-10-12,24500,22800,24600,22550,4034,1680000
2005-10-13,23000,24100,24500,22250,4264,2465000
2005-10-14,24150,23200,25300,23200,4105,2140000
2005-10-17,23300,21200,23400,20600,3751,1409000
2005-10-18,21300,21450,21600,20600,3795,1030500
2005-10-19,21100,19500,21200,19300,3450,1151000
2005-10-20,20000,18900,20200,18900,3344,779000
2005-10-21,18450,19650,20200,18450,3477,699500
2005-10-24,19450,20250,20400,19450,3583,631000
2005-10-25,20650,19700,20650,19700,3486,442500
2005-10-26,19700,19900,20200,19500,3521,269500
2005-10-27,20000,21000,21600,19700,3716,838500
2005-10-28,20950,20650,21150,20250,3654,445500
2005-10-31,20850,20000,21200,20000,3539,405000
2005-11-01,19650,20050,20600,19650,3548,543000
2005-11-02,20400,21450,21450,20300,3795,701500
2005-11-03,21800,21250,21900,20800,3760,595500
2005-11-04,21450,21200,21900,20900,3751,429000
2005-11-07,21500,21800,22400,21100,3857,556000
2005-11-08,22000,21600,22350,21500,3822,439000
2005-11-09,21550,21650,22150,21400,3831,589500
2005-11-10,21650,22000,22000,21600,3893,473500
2005-11-11,22200,21600,22450,21300,3822,560500
2005-11-14,21500,21100,21600,21050,3733,324500
2005-11-15,21000,20950,21300,20800,3707,270500
2005-11-16,20900,21600,21900,20900,3822,370000
2005-11-17,21500,21400,21850,21100,3786,314500
2005-11-18,21400,21650,21750,21100,3831,384500
2005-11-21,22050,22400,22900,22050,3963,876500
2005-11-22,22700,22500,22800,22000,3981,555500
2005-11-23,23000,23700,24300,22700,4193,1256500
2005-11-24,24050,24100,24550,23300,4264,963000
2005-11-25,24450,23900,24450,23550,4229,495000
2005-11-28,23950,23250,24300,23050,4114,529500
2005-11-29,22950,22800,23300,22550,4034,447000
2005-11-30,22600,23000,23700,22600,4070,420500
2005-12-01,23000,22500,23250,22450,3981,448500
2005-12-02,22400,23200,23200,22350,4105,637000
2005-12-05,23650,23300,24300,23200,4123,417500
2005-12-06,23150,22750,23400,22700,4025,345500
2005-12-07,22700,21350,22700,21300,3778,578500
2005-12-08,21250,21700,22600,21200,3839,748000
2005-12-09,21850,21400,21850,21350,3786,283500
2005-12-12,21200,20750,21500,20700,3671,436500
2005-12-13,20750,20750,21000,20600,3671,226500
2005-12-14,20700,21200,21250,20700,3751,408500
2005-12-15,21200,21000,21450,20900,3716,248000
2005-12-16,19600,19000,20000,18800,3362,769000
2005-12-19,19000,19550,19650,19000,3459,340500
2005-12-20,19400,19100,19700,19000,3379,299000
2005-12-21,18800,19050,19300,18800,3371,368000
2005-12-22,19300,18300,19500,18200,3238,399500
2005-12-23,18050,18850,18900,17700,3335,301500
2005-12-26,18600,19200,19300,18600,3397,289500
2005-12-27,19000,18800,19000,18700,3326,359500
2005-12-28,18700,19150,19200,18700,3388,177500
2005-12-29,18950,18750,19400,18650,3317,345500
2006-01-02,18700,18650,18900,18650,3300,145000
2006-01-03,18700,19400,19600,18600,3432,357500
2006-01-04,19450,19600,19800,19200,3468,296000
2006-01-05,19500,19600,19900,19400,3468,338500
2006-01-06,19800,20000,20300,19700,3539,302500
2006-01-09,20550,19800,20550,19750,3503,166500
2006-01-10,19800,19400,19800,19200,3432,131500
2006-01-11,19400,18750,19750,18750,3317,292500
2006-01-12,18900,18700,19100,18650,3309,229500
2006-01-13,18550,18700,18800,18250,3309,249500
2006-01-16,18700,18750,19050,18550,3317,188000
2006-01-17,18750,18700,19450,18700,3309,322500
2006-01-18,18800,17600,18800,17050,3114,305000
2006-01-19,17600,17400,17800,17000,3079,260500
2006-01-20,17400,16350,17600,15850,2893,300000
2006-01-23,15400,14950,15650,14000,2645,469000
2006-01-24,15000,15600,16000,14900,2760,229000
2006-01-25,16100,16400,16450,16000,2902,180000
2006-01-26,16000,16300,16450,15950,2884,152500
2006-01-27,16750,16900,16950,16400,2990,144000
2006-01-31,16900,17150,17450,16900,3034,181500
2006-02-01,16500,16250,17000,16050,2875,202000
2006-02-02,16300,16300,16500,15850,2884,122000
2006-02-03,16200,15950,16200,15800,2822,227500
2006-02-06,15550,15650,15700,15350,2769,105000
2006-02-07,15400,15450,15650,15400,2733,109500
2006-02-08,15250,15400,15700,15250,2725,113000
2006-02-09,15600,15500,15600,15350,2742,148500
2006-02-10,15600,16100,16300,15500,2849,242500
2006-02-13,16500,16200,16700,16100,2866,222500
2006-02-14,16000,16200,16300,15700,2866,97000
2006-02-15,16100,15550,16300,15500,2751,333000
2006-02-16,15650,16500,17100,15350,2919,989000
2006-02-17,17000,16550,17400,16550,2928,526500
2006-02-20,16900,16650,16900,16250,2946,337500
2006-02-21,16750,16600,16800,16350,2937,169000
2006-02-22,16450,16550,16750,16450,2928,201000
2006-02-23,16900,17000,17100,16600,3008,264500
2006-02-24,17200,17250,17450,16800,3052,151000
2006-02-27,17250,17500,17650,17100,3096,107000
2006-02-28,17400,17200,17500,17000,3043,99500
2006-03-02,17200,17100,17200,17000,3025,135500
2006-03-03,16900,16500,17000,16400,2919,136000
2006-03-06,16500,16400,16650,16350,2902,148500
2006-03-07,16400,16300,16500,16150,2884,130000
2006-03-08,16000,16300,16500,16000,2884,112500
2006-03-09,16200,16450,16600,16200,2910,121000
2006-03-10,16300,16650,16800,16300,2946,104000
2006-03-13,16900,16900,17150,16700,2990,165500
2006-03-14,16900,16900,17400,16750,2990,220500
2006-03-15,17300,17000,17300,16800,3008,147500
2006-03-16,17000,16950,17100,16700,2999,98500
2006-03-17,16900,16850,16950,16700,2981,90000
2006-03-20,16900,16900,17000,16800,2990,104500
2006-03-21,16850,16900,16950,16800,2990,119500
2006-03-22,16900,16300,16900,16300,2884,104500
2006-03-23,16300,16300,16450,16150,2884,101000
2006-03-24,16000,16100,16350,15650,2849,133000
2006-03-27,15900,15950,16200,15900,2822,74500
2006-03-28,16050,16200,16350,16050,2866,135000
2006-03-29,16050,16300,16400,15900,2884,271500
2006-03-30,15950,15500,16100,15300,2742,364500
2006-03-31,15400,15400,15550,15350,2725,230000
2006-04-03,15400,15650,15650,15400,2769,284000
2006-04-04,15800,16500,16500,15600,2919,399500
2006-04-05,16500,16400,16600,16050,2902,348500
2006-04-06,16400,16450,16550,16100,2910,228500
2006-04-07,16450,17000,17050,16200,3008,316000
2006-04-10,17000,17550,17700,17000,3105,485000
2006-04-11,17350,17200,17600,17000,3043,153000
2006-04-12,17000,17700,17750,16900,3132,392000
2006-04-13,17800,19000,19000,17600,3362,850500
2006-04-14,19100,20250,20700,19100,3583,1252000
2006-04-17,20650,21200,22000,20650,3751,885500
2006-04-18,21000,22400,22900,20650,3963,1057000
2006-04-19,22600,23200,23600,22200,4105,1254500
2006-04-20,22900,23800,23800,22600,4211,700500
2006-04-21,24000,22900,24000,22550,4052,853000
2006-04-24,22700,23450,23700,22550,4149,667500
2006-04-25,23100,23600,24300,23100,4176,611000
2006-04-26,23950,23450,24000,22850,4149,635000
2006-04-27,23200,24200,24200,23200,4282,535000
2006-04-28,24000,25200,25650,23700,4459,917000
2006-05-02,25700,25200,25700,24600,4459,797000
2006-05-03,25200,26300,26400,25050,4653,745500
2006-05-04,26950,27900,28300,26300,4937,952500
2006-05-08,28600,28850,29350,28200,5105,612500
2006-05-09,29200,28500,29200,25500,5043,710000
2006-05-10,28200,28500,28950,28000,5043,515500
2006-05-11,28500,28600,29000,28400,5060,302500
2006-05-12,27600,28550,29000,27600,5052,301500
2006-05-15,28000,28250,28550,27650,4999,289000
2006-05-16,28050,27000,28500,26300,4777,342500
2006-05-17,27000,27300,27600,26650,4830,222500
2006-05-18,26000,26500,26600,25300,4689,346000
2006-05-19,25700,26200,26400,25650,4636,212500
2006-05-22,26050,25700,26700,24850,4547,295000
2006-05-23,25100,25850,25900,24500,4574,376500
2006-05-24,25900,26400,26700,25850,4671,215500
2006-05-25,26200,26550,26750,25900,4698,114500
2006-05-26,26700,28100,28200,26700,4972,390000
2006-05-29,28300,27500,28300,27500,4866,168500
2006-05-30,27950,27500,27950,27000,4866,359000
2006-06-01,26900,26000,27200,25100,4600,269000
2006-06-02,26250,25700,26500,24750,4547,247500
2006-06-05,25700,24800,26300,24150,4388,609100
2006-06-07,24150,23350,24150,23050,4131,140700
2006-06-08,22750,23900,24200,22300,4229,235100
2006-06-09,24000,25600,25600,24000,4530,159600
2006-06-12,25300,25350,25500,24800,4485,80200
2006-06-13,25000,24050,25000,23700,4255,146800
2006-06-14,23500,23800,24400,23400,4211,168300
2006-06-15,24200,24400,24450,23900,4317,139500
2006-06-16,24900,25000,25200,24600,4423,96700
2006-06-19,25000,24800,25000,24100,4388,83500
2006-06-20,24200,24250,24450,23800,4291,106000
2006-06-21,23800,24200,24350,23800,4282,50000
2006-06-22,24750,24800,25650,24400,4388,203800
2006-06-23,24500,24400,25000,23700,4317,63300
2006-06-26,24400,23800,24900,23700,4211,93300
2006-06-27,23650,23800,24150,23500,4211,63500
2006-06-28,23200,23800,23800,22500,4211,90700
2006-06-29,23800,24600,25100,23800,4353,480800
2006-06-30,26350,25400,26350,25100,4494,210000
2006-07-03,26500,25850,26500,25400,4574,153200
2006-07-04,26500,25600,26500,25050,4530,116000
2006-07-05,25000,25450,26100,24800,4503,169000
2006-07-06,25250,25600,25850,25250,4530,222000
2006-07-07,25800,26750,27000,25600,4733,242000
2006-07-10,26950,26900,27500,26600,4760,196000
2006-07-11,26550,27200,27400,26550,4813,110000
2006-07-12,27100,27350,27700,27100,4839,207500
2006-07-13,26100,27100,27350,26100,4795,91500
2006-07-14,26100,27500,27500,26100,4866,160500
2006-07-18,27100,27400,28400,27100,4848,174000
2006-07-19,27500,27200,28000,26550,4813,133000
2006-07-20,27200,27500,27900,27000,4866,108000
2006-07-21,27200,27000,27250,26850,4777,64000
2006-07-24,26600,26500,26800,25850,4689,164100
2006-07-25,26500,26200,26800,26000,4636,170800
2006-07-26,26500,26150,26500,26000,4627,64000
2006-07-27,26050,26250,26250,25850,4645,162500
2006-07-28,25950,26700,26800,25950,4724,168200
2006-07-31,26300,26750,26800,25850,4733,375400
2006-08-01,26800,26200,26950,26000,4636,98000
2006-08-02,25800,25750,26150,25700,4556,90600
2006-08-03,25750,25700,26000,25550,4547,55900
2006-08-04,25900,26200,26200,25600,4636,67600
2006-08-07,26450,26000,26450,25800,4600,65200
2006-08-08,25650,25950,26100,25650,4592,19400
2006-08-09,25800,25400,25800,24650,4494,235800
2006-08-10,25100,25900,25900,24700,4583,181800
2006-08-11,25900,26400,26700,25900,4671,300800
2006-08-14,26500,26350,26650,25850,4662,163300
2006-08-16,26400,26750,26900,26150,4733,156500
2006-08-17,26750,27650,28150,26500,4892,178800
2006-08-18,28000,29100,29950,27600,5149,375600
2006-08-21,29500,30200,30650,29050,5344,295000
2006-08-22,30850,30200,31300,29700,5344,250000
2006-08-23,30000,30600,30600,29500,5414,192900
2006-08-24,31000,31000,31250,30500,5485,127200
2006-08-25,30800,30550,31800,30550,5406,175200
2006-08-28,30100,30650,30700,29600,5423,285300
2006-08-29,30850,31000,31600,29950,5485,172700
2006-08-30,31000,31500,31850,30700,5574,201400
2006-08-31,31300,31600,31700,31150,5591,118000
2006-09-01,31200,32300,32500,31150,5715,340600
2006-09-04,32000,31000,32400,29700,5485,444300
2006-09-05,31000,30500,31250,29850,5397,190600
2006-09-06,30100,29650,30700,29600,5246,188600
2006-09-07,29500,29550,29900,28500,5229,347800
2006-09-08,29350,29300,29750,29150,5184,143100
2006-09-11,29200,28700,29700,28700,5078,129400
2006-09-12,29250,28400,29250,28400,5025,107500
2006-09-13,28450,30250,30500,28200,5352,247300
2006-09-14,29800,30250,30450,29500,5352,138400
2006-09-15,30300,31550,31950,29800,5583,273800
2006-09-18,32500,30750,33450,30200,5441,974700
2006-09-19,30850,29950,30850,29800,5299,215600
2006-09-20,30100,30400,30650,29200,5379,403600
2006-09-21,30750,30500,31200,30050,5397,197800
2006-09-22,30200,30250,31000,30200,5352,290300
2006-09-25,30000,29700,30350,29000,5255,192100
2006-09-26,29700,29700,29950,29500,5255,176700
2006-09-27,29700,29850,29950,29600,5282,112100
2006-09-28,29500,29600,29750,29000,5237,272000
2006-09-29,29500,29150,29700,28600,5158,304300
2006-10-02,29150,30500,30900,29000,5397,363500
2006-10-04,30300,30400,30900,29600,5379,148000
2006-10-09,30000,28000,30600,27500,4954,283300
2006-10-10,27600,28200,28500,27600,4990,232100
2006-10-11,27950,27700,28700,27000,4901,313400
2006-10-12,27500,27100,27900,27100,4795,246000
2006-10-13,27800,27500,27800,27300,4866,134900
2006-10-16,27450,27400,28000,27350,4848,247900
2006-10-17,27700,28950,29000,27100,5122,389900
2006-10-18,28700,28900,29300,28150,5114,251700
2006-10-19,28900,29400,30200,28750,5202,206600
2006-10-20,29400,30200,30800,29400,5344,287800
2006-10-23,30300,30250,30500,29900,5352,104400
2006-10-24,30600,30800,31400,30000,5450,249200
2006-10-25,30800,30900,31200,30000,5467,200800
2006-10-26,30400,30000,30700,29850,5308,207000
2006-10-27,29600,30350,30350,29350,5370,166100
2006-10-30,29850,30150,30300,29800,5335,136700
2006-10-31,29900,30550,30550,29700,5406,192400
2006-11-01,30500,30600,30850,30050,5414,166500
2006-11-02,30100,30550,30850,30100,5406,156800
2006-11-03,30300,29950,30500,29700,5299,207000
2006-11-06,29700,29000,29950,28800,5131,257800
2006-11-07,29250,27900,29350,27600,4937,484000
2006-11-08,28100,27400,28100,27350,4848,317800
2006-11-09,27550,27500,28250,27300,4866,556200
2006-11-10,27600,28350,28400,27500,5016,439000
2006-11-13,28500,28150,28800,28100,4981,181900
2006-11-14,28000,28050,28400,27900,4963,230700
2006-11-15,28300,28250,28500,27800,4999,247600
2006-11-16,28250,28150,28250,27650,4981,251300
2006-11-17,28150,28350,28450,27900,5016,249300
2006-11-20,28400,28450,28450,27800,5034,400600
2006-11-21,28200,28300,28800,28200,5007,229200
2006-11-22,28150,27950,28400,27800,4945,238400
2006-11-23,27700,27900,28050,27500,4937,320500
2006-11-24,27800,27700,28150,27700,4901,266900
2006-11-27,27700,27400,27700,27050,4848,394300
2006-11-28,27100,26750,27200,26500,4733,296900
2006-11-29,26600,26800,27400,26500,4742,343000
2006-11-30,27000,28250,28250,27000,4999,380200
2006-12-01,28500,29550,29800,28050,5229,843400
2006-12-04,30050,29850,30100,29150,5282,542300
2006-12-05,29600,30250,30250,29600,5352,344500
2006-12-06,30000,30700,30800,30000,5432,394700
2006-12-07,30650,31200,31400,30450,5521,280600
2006-12-08,31200,30950,31200,30300,5476,190900
2006-12-11,30950,30900,31100,30500,5467,156300
2006-12-12,30800,30800,30950,30050,5450,163000
2006-12-13,30500,31000,31000,30500,5485,101100
2006-12-14,31000,32500,32500,30600,5751,205700
2006-12-15,32200,32500,33300,32000,5751,168000
2006-12-18,32300,32500,33300,32300,5751,99000
2006-12-19,32550,32050,33150,32000,5671,75800
2006-12-20,32050,32200,32400,31700,5698,152900
2006-12-21,32200,33100,33100,31500,5857,91200
2006-12-22,33100,33350,33450,32750,5901,114300
2006-12-26,33000,32550,33000,32000,5759,170700
2006-12-27,32800,32700,32950,32250,5786,91200
2006-12-28,32500,32300,33000,32300,5715,248000
2007-01-02,32050,32050,32750,32050,5671,49200
2007-01-03,31950,31000,32200,31000,5485,97800
2007-01-04,31000,31350,31350,30450,5547,97700
2007-01-05,31100,30850,31350,30600,5459,62000
2007-01-08,30400,31100,31200,30400,5503,46800
2007-01-09,30650,30750,31200,30500,5441,43300
2007-01-10,30500,31100,31100,29850,5503,38800
2007-01-11,31100,30900,31500,30300,5467,98700
2007-01-12,30700,30900,31000,30500,5467,83600
2007-01-15,30850,30200,30850,29850,5344,132000
2007-01-16,29500,30050,30400,29500,5317,69500
2007-01-17,29900,29450,29900,28400,5211,192600
2007-01-18,29450,29750,29850,28550,5264,61400
2007-01-19,29000,29450,29650,28850,5211,67100
